	hydroxyurea_r	hydroxyurea_k	NaCl_r	NaCl_k	allantoin_r	allantoin_k	caffeine_r	caffeine_k	galactose_r	galactose_k	glycine_r	glycine_k	isoleucine_r	isoleucine_k	phleomycin_r	phleomycin_k	rapamycin_r	rapamycin_k
290-66	0.131654098	1706603.618	0.079872794	1397001.265	0.122478988	1863629.767	0.062999777	810149.7621	0.116426223	5905648.862	0.129912134	1293069.732	0.117082313	1592213.005	0.108883895	4412790.896	0.1064739	1841477.593
290-67	0.141161256	1300217.183	0.096559785	1501538.503	0.137518203	947978.2076	0.067916913	458123.145	0.12137667	3980321.054	0.121325075	564270.0488	0.128797933	1081762.129	0.11327231	3446570.698	0.108927814	1343658.331
290-68	0.119531614	1738808.95	0.084934873	1061318.374	0.12081251	1123089.543	0.057721298	408374.9	0.113682541	4742121.73	0.134422054	951241.1569	0.120053348	1350493.781	0.10595034	4098553.415	0.105172912	1258174.443
290-69	0.135016051	1655959.984	0.088865157	1467146.155	0.136269872	1226587.084	0.063499822	680862.6246	0.122576465	4659541.408	0.135064999	783315.944	0.127322494	1153566.435	0.113687072	3493754.895	0.108440271	1467458.923
290-7	0.145421851	1364474.604	0.10574755	2333271.644	0.137928873	1128555.319	0.043175861	408829.8073	0.121602726	3957663.747	0.106818187	923678.7109	0.115913073	1324313.996	0.116596161	2830612.324	0.093674017	1433625.983
290-70	0.123455848	2379625.388	0.097322258	2177330.607	0.11665625	1497122.633	0.046215436	797839.6928	0.098103687	5902723.944	0.123565382	831990.5062	0.111274473	1639009.279	0.098915757	6192182.485	0.113243689	2051353.608
290-71	0.142758944	1854613.198	0.085104407	1665498.423	0.131790206	1613399.771	0.055943778	635174.7764	0.116311782	5519627.723	0.130404618	1092961.557	0.123234389	1316564.918	0.1096228	4252906.78	0.114321716	2233860.688
290-72	0.120234419	2395858.225	0.08392782	1880683.69	0.111237699	1965613.135	0.068288005	845340.8948	0.108511102	5927588.38	0.121047881	1614239.745	0.106157669	1791737.405	0.105020329	4654405.875	0.098762143	1924477.422
290-73	0.139477904	1208105.262	0.078783835	914091.3385	0.140709027	1299259.835	0.059064142	702645.0541	0.123961674	4429547.838	0.133167176	904544.4897	0.124844993	991082.339	0.112768856	3378188.89	0.103102619	1202813.455
290-74	0.134833136	1689110.969	0.079380581	1379672.022	0.122656245	1801849.039	0.055843193	745298.7817	0.114953451	5971452.881	0.12735018	1255304.855	0.114539737	1523140.502	0.112768326	4285979.086	0.105605944	1925646.698
290-75	0.126984437	1901162.331	0.081413506	1147794.172	0.136030351	1037808.431	0.057861505	397032.8282	0.116936103	4567706.866	0.138436798	719346.4028	0.131525238	1102529.856	0.108403067	3979113.227	0.117771345	1781357.863
290-77	0.162251709	1637124.652	0.094939833	1331034.552	0.144429609	1281145.411	0.047547446	1355195.402	0.126223556	4488784.96	0.121080446	941609.9401	0.125061304	1065378.831	0.117284399	3478842.42	0.103633768	1945157.188
290-78	0.135090482	1243040.832	0.098480368	1568885.683	0.121165157	1201007.216	0.043881465	429721.1803	0.117623518	4002489.356	0.110231644	995856.0199	0.113612353	1209188.384	0.112809737	3320353.685	0.106004429	1628877.995
290-8	0.117139552	1577665.272	0.090909918	1705441.552	0.133207978	2009778.653	0.065675423	433447.24	0.105466427	6464346.376	0.118304944	1393309.707	0.107640653	1631555.55	0.100311616	5575098.083	0.096982105	1708706.738
290-80	0.124126454	1917974.354	0.094403716	1608388.415	0.123461786	1848275.883	0.058355607	1579075.972	0.114207383	5237561.437	0.124168637	1584508.746	0.114470398	1554543.343	0.117491094	4190809.418	0.112878765	2163084.23
290-81	0.138039734	1305791.959	0.109053201	2337323.634	0.127491538	1044548.43	0.048378949	550535.4223	0.117608838	3591307.629	0.120621499	786634.6641	0.11666692	836544.1144	0.117488417	3038828.311	0.111236885	1956089.978
290-82	0.12538788	1789847.454	0.100151719	2640394.694	0.114731806	1901279.902	0.048424302	969039.9635	0.108191692	5913640.84	0.1037789	1320652.298	0.106667614	1696966.68	0.118203925	4506443.119	0.104848543	1918071.396
290-83	0.136922642	1856889.251	0.101478166	1687116.042	0.131707968	1620494.286	0.052377343	1357690.716	0.120791745	4377364.658	0.121966647	1179248.027	0.121514449	1423951.676	0.119224909	3558352.86	0.107293506	1719775.956
290-84	0.115231547	2371633.945	0.089850653	2267413.416	0.118280547	2547406.08	0.052962626	1286061.85	0.106571786	7880314.673	0.117804637	1983541.825	0.104006304	1558364.719	0.096214833	6678793.94	0.10927351	2219526.428
290-85	0.139803696	1512113.409	0.087581774	1051542.632	0.136647274	1125403.517	0.048454405	1256589.14	0.124318527	3644182.229	0.127510682	921225.0455	0.130948584	1124138.88	0.120181353	3075166.259	0.109545754	1697568.452
290-86	0.132736791	1552279.39	0.104309019	1865920.802	0.12069099	1380514.883	0.056820509	862714.2231	0.114194819	4409922.701	0.107608857	1029029.948	0.113675703	1273803.799	0.112560823	3346189.327	0.104663725	1634700.887
290-9	0.135328099	1177697.495	0.083558806	1148188.787	0.143667463	1069668.423	0.048931908	236915.816	0.124333109	4185224.388	0.115477525	938320.5433	0.122880887	1140184.174	0.11382715	2835541.5	0.097150276	1635209.176
291-1	0.104872645	2691491.462	0.086101699	2678584.22	0.125036232	2213520.84	0.057680467	803943.3437	0.084974703	2940124.999	0.106129113	1878841.913	0.09917875	1695230.238	0.099281006	4465769.735	0.093047158	2650335.657
291-10	0.124876428	2050675.099	0.082910515	1704881.627	0.134600454	1656583.771	0.050079668	757301.606	0.094724796	2558966.923	0.11545165	1600488.18	0.109951796	1565447.777	0.106593976	3787573.354	0.095569149	1862465.015
291-11	0.100159284	4729162.161	0.082480884	2409646.339	0.103099526	3664414.335	0.073945509	1755862.4	0.071977645	5909367.601	0.104548792	2444126.682	0.097213102	2177585.323	0.096477225	7840030.747	0.096362401	2747236.725
